Year of Manufacture,Kms Driven,Power,Mileage,Engine Displacement,Brand,Model,Transmission,Fuel Type,City,price
2016,60000,83.14,20.85,1197.0,Maruti,Swift Dzire ZXI,Manual,Petrol,Coimbatore,500000
2019,47007,81.8,20.52,1197.0,Maruti,Wagon R ZXI 1.2,Manual,Petrol,Chennai,500000
2018,132000,174.5,14.24,2755.0,Toyota,Fortuner 2.8 2WD MT BSIV,Manual,Diesel,Chennai,2500000
2019,30000,148.0,19.529431028174166,1968.0,Skoda,Kodiaq 2.0 TDI Laurin Klement,Automatic,Diesel,Chennai,3390000
2023,20000,86.63,18.8,1199.0,Tata,Punch Accomplished AMT,Automatic,Petrol,Coimbatore,800000
2018,70000,73.97,25.4,1186.0,Hyundai,Xcent 1.2 CRDi E,Manual,Diesel,Chennai,400000
2021,47000,147.51,17.95,1498.0,Skoda,Kushaq 1.5 TSI Style BSVI,Manual,Petrol,Chennai,1445000
2019,43000,108.5,17.0,1198.0,Tata,Nexon 1.2 Revotron XZ Plus,Manual,Petrol,Chennai,685000
2012,122980,67.0,18.6,1388.0,Ford,Fiesta 1.4 Duratorq LXI,Manual,Diesel,Chennai,260000
2018,50491,67.0,23.01,999.0,Renault,KWID Climber 1.0 MT,Manual,Petrol,Chennai,408000
2023,25142,103.26,17.03,1462.0,Maruti,Vitara Brezza ZXI Plus Dual Tone,Manual,Petrol,Chennai,1089000
2017,47478,177.0,19.529431028174166,1999.0,Jaguar,XF 2.0 Diesel Portfolio,Automatic,Diesel,Coimbatore,3790000
2022,50105,103.26,18.76,1462.0,Toyota,Urban cruiser Mid AT,Automatic,Petrol,Chennai,783000
2022,65000,197.26,19.529431028174166,2199.0,Kia,Carnival Limousine Plus,Automatic,Diesel,Chennai,3500000
2014,50000,86.7,15.5,1198.0,Honda,Amaze S AT i-Vtech,Automatic,Petrol,Chennai,430000
2019,114200,170.0,19.529431028174166,2143.0,Mercedes-Benz,GLC 220d 4MATIC Style,Automatic,Diesel,Gurgaon,2590000
2021,36437,84.82,19.28,1199.0,Tata,Tigor XZ Plus BSVI,Manual,Petrol,Chennai,621000
2020,59000,148.0,19.529431028174166,2393.0,Toyota,Innova Crysta 2.4 VX 8 STR,Manual,Diesel,Chennai,2250000
2015,42000,183.0,19.529431028174166,1991.0,Mercedes-Benz,CLA 200 CGI Sport,Automatic,Petrol,Chennai,1525000
2019,90000,108.91762795275592,19.529431028174166,1248.0,Maruti,Vitara Brezza ZDi AMT,Automatic,Diesel,Chennai,850000
2018,72746,117.6,18.0,1497.0,Honda,City i-VTEC CVT V,Automatic,Petrol,Chennai,657000
2017,74000,83.1,21.4,1197.0,Maruti,Baleno 1.2 Alpha,Manual,Petrol,Chennai,645000
2022,18000,167.68,13.0,1956.0,MG,Hector Sharp Diesel MT,Manual,Diesel,Chennai,1650000
2019,46000,88.76,19.5,1199.0,Honda,Amaze V Petrol BSIV,Manual,Petrol,Chennai,595000
2017,49000,150.0,19.529431028174166,1395.0,Audi,A3 cabriolet 1.4 TFSI,Automatic,Petrol,Gurgaon,3779999
2023,15000,325.86,19.529431028174166,2925.0,Mercedes-Benz,GLS 400d 4MATIC,Automatic,Diesel,Chennai,12000000
2020,61120,98.6,23.7,1493.0,Hyundai,Venue SX Diesel,Manual,Diesel,Chennai,797000
2017,50000,83.14,20.85,1197.0,Maruti,Swift Dzire ZXI,Manual,Petrol,Coimbatore,595000
2022,19000,72.41,16.11,1196.0,Maruti,Eeco 5 Seater AC 2020-2022,Manual,Petrol,Chennai,520000
2020,100000,98.6,23.7,1493.0,Hyundai,Venue SX Dual Tone Diesel,Manual,Diesel,Coimbatore,875000
2020,55678,68.05,20.3,1086.0,Hyundai,Santro Sportz,Manual,Petrol,Chennai,404000
2024,10000,84.48,20.09,1199.0,Tata,Tiago XE,Manual,Petrol,Coimbatore,591000
2017,76267,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Manual,Petrol,Chennai,426999
2020,30687,119.35,17.8,1498.0,Honda,City SV,Manual,Petrol,Chennai,1175000
2015,95000,174.33,19.529431028174166,1968.0,Audi,Q3 35 TDI Quattro Premium,Automatic,Diesel,Chennai,1500000
2017,80000,99.0,25.83,1498.0,Ford,Aspire 1.5 TDCi Titanium,Manual,Diesel,Coimbatore,420000
2018,49120,67.1,23.95,998.0,Maruti,Alto K10 VXI AGS Optional,Automatic,Petrol,Chennai,347000
2008,40000,108.91762795275592,14.7,1150.0,Chevrolet,Aveo U-VA 1.2,Manual,Petrol,Coimbatore,90000
2009,120000,210.0,19.529431028174166,2987.0,Mercedes-Benz,E-Class E350 CDI Elegance,Automatic,Diesel,Coimbatore,700000
2020,69448,118.35,18.27,998.0,Hyundai,Venue SX Turbo BSIV,Manual,Petrol,Chennai,800000
2018,95034,74.02,28.4,1248.0,Maruti,Swift Dzire ZDI Plus,Manual,Diesel,Chennai,640000
2022,4000,212.55,10.0,1996.0,MG,Gloster Savvy 4x4 6Str,Automatic,Diesel,Chennai,3875000
2019,46877,74.0,27.39,1248.0,Maruti,Baleno Alpha Diesel,Manual,Diesel,Chennai,659000
2015,88000,603.46,19.529431028174166,3982.0,Mercedes-Benz,E-Class AMG E63 S,Automatic,Petrol,Chennai,1700000
2018,47734,81.8,21.21,1197.0,Maruti,Swift Dzire AMT ZXI,Automatic,Petrol,Chennai,584000
2019,74460,74.0,28.4,1248.0,Maruti,Swift VDI,Manual,Diesel,Chennai,578000
2014,64572,67.04,23.1,998.0,Maruti,Celerio VXI,Manual,Petrol,Chennai,345000
2016,63162,108.62,21.66,1498.0,Volkswagen,Ameo 1.5 TDI Comfortline,Manual,Diesel,Chennai,605000
2017,31000,81.83,18.6,1197.0,Hyundai,i20 Asta 1.2,Manual,Petrol,Chennai,590000
2018,40000,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Sportz Option,Manual,Petrol,Chennai,500000
2013,50000,79.4,18.6,1199.0,Chevrolet,Beat LS,Manual,Petrol,Coimbatore,140000
2017,80000,140.0,16.0,2179.0,Mahindra,XUV500 AT W10 AWD,Automatic,Diesel,Chennai,1230000
2018,29001,255.0,19.529431028174166,2993.0,Land,Rover Range Rover Sport SE,Automatic,Diesel,Chennai,9500000
2012,83925,83.14,20.85,1197.0,Maruti,Swift Dzire VXI,Manual,Petrol,Chennai,319000
2018,50242,67.0,23.01,999.0,Renault,KWID 1.0 RXT Optional,Manual,Petrol,Chennai,322000
2024,10000,71.0,19.03,999.0,Renault,Kiger RXT AMT Opt,Automatic,Petrol,Coimbatore,915000
2014,80000,98.6,25.1,1498.0,Honda,City i DTEC VX,Manual,Diesel,Coimbatore,600000
2023,10000,168.0,17.1,1956.0,Jeep,Compass 2.0 Model S Opt,Manual,Diesel,Coimbatore,3200000
2015,30273,55.2,21.1,814.0,Hyundai,EON Era,Manual,Petrol,Chennai,314000
2023,10000,84.82,20.09,1199.0,Tata,Tiago NRG XZA AMT,Automatic,Petrol,Coimbatore,750000
2019,86101,121.3,14.8,1591.0,Hyundai,Creta 1.6 SX Automatic,Automatic,Petrol,Chennai,905000
2014,89665,108.91762795275592,19.529431028174166,1198.0,Honda,Amaze VX i-VTEC,Manual,Petrol,Chennai,411000
2011,160000,108.91762795275592,19.529431028174166,2494.0,Toyota,Innova 2.5 V Diesel 7-seater,Manual,Diesel,Coimbatore,950000
2019,90000,88.5,24.3,1248.0,Maruti,Vitara Brezza ZDi AMT,Automatic,Diesel,Chennai,850000
2021,40000,141.0,13.96,1451.0,MG,Hector Sharp AT BSIV,Automatic,Petrol,Chennai,1495000
2022,24000,88.5,22.38,1197.0,Maruti,Swift VXI BSVI,Manual,Petrol,Chennai,690000
2020,40000,170.0,17.1,1956.0,Jeep,Compass 2.0 Longitude Option AT,Automatic,Diesel,Coimbatore,1400000
2006,100000,108.91762795275592,13.1,1493.0,Hyundai,Accent VIVA CRDi,Manual,Diesel,Coimbatore,50000
2023,30000,88.5,24.43,1197.0,Maruti,Wagon R ZXI Plus AT Dual tone BSVI,Automatic,Petrol,Coimbatore,675000
2014,61656,73.9,22.07,1199.0,Volkswagen,Polo Diesel Comfortline 1.2L,Manual,Diesel,Chennai,395000
2021,82000,113.98,19.529431028174166,1493.0,Hyundai,Creta E Diesel BSVI,Manual,Diesel,Chennai,1160000
2021,18000,98.63,18.4,1493.0,Kia,Sonet HTX Diesel BSVI,Manual,Diesel,Chennai,1095000
2018,62731,121.3,17.0,1591.0,Hyundai,Verna VTVT 1.6 SX,Manual,Petrol,Chennai,711000
2010,70819,78.9,16.95,1197.0,Hyundai,i10 Sportz 1.2 AT,Automatic,Petrol,Chennai,260000
2014,75284,174.33,19.529431028174166,1968.0,Audi,A6 2.0 TDI,Automatic,Diesel,Chennai,1190000
2021,45528,86.8,19.65,1197.0,Hyundai,i20 Sportz IVT DT,Automatic,Petrol,Chennai,709000
2022,5600,88.5,22.38,1197.0,Maruti,Swift VXI BSVI,Manual,Petrol,Chennai,675000
2016,75000,187.7,19.529431028174166,2179.0,Land,Rover Discovery Sport SD4 HSE Luxury,Automatic,Diesel,Chennai,2650000
2006,72110,108.91762795275592,17.0,1086.0,Hyundai,Santro Xing XO eRLX Euro II,Manual,Petrol,Chennai,185000
2018,73375,83.1,21.4,1197.0,Maruti,Baleno 1.2 CVT Delta,Automatic,Petrol,Chennai,505999
2011,82000,67.0,17.8,1399.0,Ford,Fiesta 1.4 SXI Duratorq,Manual,Diesel,Chennai,265000
2023,14428,88.5,22.35,1197.0,Maruti,Baleno Alpha BSVI,Manual,Petrol,Chennai,856000
2024,8800,101.64,21.11,1462.0,Maruti,Grand Vitara Sigma,Manual,Petrol,Chennai,1190000
2017,83500,88.5,25.1,1248.0,Maruti,S Cross Delta DDiS 200 SH,Manual,Diesel,Chennai,690000
2017,60889,136.0,19.529431028174166,2143.0,Mercedes-Benz,GLA Class 200 CDI,Automatic,Diesel,Chennai,2190000
2020,30000,118.41,20.28,998.0,Hyundai,i20 Asta Opt Turbo DCT,Automatic,Petrol,Chennai,860000
2019,69000,98.6,19.1,1368.0,Hyundai,Verna VTVT 1.4 E,Manual,Petrol,Chennai,765000
2022,26436,71.01,18.2,999.0,Renault,Triber RXZ EASY-R AMT BSVI,Automatic,Petrol,Chennai,691000
2017,59600,248.0,13.55,1984.0,Audi,Q7 40 TFSI Quattro,Automatic,Petrol,Gurgaon,3850000
2019,16400,103.26,17.99,1462.0,Maruti,Ertiga VXI AT,Automatic,Petrol,Chennai,925000
2021,83115,113.18,14.0,1497.0,Hyundai,Creta SX BSVI,Manual,Petrol,Chennai,1040000
2019,35846,121.3,17.0,1591.0,Hyundai,Verna VTVT 1.6 SX,Manual,Petrol,Chennai,753000
2012,122346,81.8,21.21,1197.0,Maruti,Swift AMT ZXI,Automatic,Petrol,Chennai,385000
2014,95000,200.0,19.529431028174166,2400.0,Volvo,XC 90 D5 AT AWD,Automatic,Diesel,Chennai,1650000
2016,67713,53.3,25.17,799.0,Renault,KWID RXT,Manual,Petrol,Chennai,271000
2015,55000,67.04,23.1,998.0,Maruti,Celerio VXI AT,Automatic,Petrol,Chennai,355000
2017,30248,47.3,24.7,796.0,Maruti,Alto 800 LXI Optional,Manual,Petrol,Chennai,277000
2018,113579,98.6,25.5,1498.0,Honda,WR-V i-DTEC VX,Manual,Diesel,Chennai,680000
2003,120000,37.0,16.1,796.0,Maruti,800 AC,Manual,Petrol,Coimbatore,28500
2019,68420,68.05,20.3,1086.0,Hyundai,Santro Sportz,Manual,Petrol,Chennai,411000
2019,120000,113.4,17.8,1493.0,Kia,Seltos HTX Plus AT D,Automatic,Diesel,Coimbatore,1150000
2018,48624,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Magna BSIV,Manual,Petrol,Chennai,432000
2021,20000,81.86,20.7,1197.0,Hyundai,Grand i10 Nios AMT Sportz,Automatic,Petrol,Coimbatore,500000
2019,63000,103.2,18.19,1197.0,Volkswagen,Vento 1.2 TSI Highline AT,Automatic,Petrol,Chennai,790000
2011,150000,126.32,22.32,1582.0,Hyundai,Verna 1.6 SX CRDi (O),Manual,Diesel,Coimbatore,350000
2015,89400,98.6,26.0,1498.0,Honda,City i DTEC SV,Manual,Diesel,Chennai,560000
2010,80000,85.8,17.5,1298.0,Maruti,Swift Dzire VXi,Manual,Petrol,Coimbatore,250000
2020,63000,81.8,20.52,1197.0,Maruti,Wagon R ZXI 1.2,Manual,Petrol,Chennai,529000
2021,23922,113.98,20.08,999.0,Volkswagen,Taigun 1.0 TSI Highline BSVI,Manual,Petrol,Chennai,953999
2023,60000,120.96,19.529431028174166,1497.0,Mahindra,Marazzo M2 BSVI,Manual,Diesel,Coimbatore,1400000
2019,70231,108.91762795275592,19.529431028174166,1591.0,Hyundai,Verna VTVT 1.6 AT SX Plus,Automatic,Petrol,Chennai,743000
2019,25826,81.8,21.21,1197.0,Maruti,Swift AMT ZXI Plus,Automatic,Petrol,Chennai,685000
2017,78043,81.86,17.19,1197.0,Hyundai,i20 Active 1.2 SX,Manual,Petrol,Chennai,595000
2018,51458,67.0,23.01,999.0,Renault,KWID Climber 1.0 MT,Manual,Petrol,Chennai,373000
2019,60000,108.5,19.87,1461.0,Renault,Duster RXZ 110PS AMT BSIV,Automatic,Diesel,Chennai,969999
2014,68000,174.33,17.11,1968.0,Audi,A4 2.0 TDI Premium Plus,Automatic,Diesel,Gurgaon,890000
2022,30000,138.08,16.5,1353.0,Kia,Seltos GTX Plus DCT,Automatic,Petrol,Chennai,1590000
2013,60000,93.7,16.02,1373.0,Maruti,Ertiga VXI ABS,Manual,Petrol,Coimbatore,575000
2018,29893,67.0,22.5,999.0,Datsun,RediGO AMT 1.0 T Option,Automatic,Petrol,Chennai,322000
2018,88000,88.5,24.3,1248.0,Maruti,Vitara Brezza ZDi Plus AMT,Automatic,Diesel,Chennai,850000
2020,30574,88.77,23.64,1497.0,Tata,Altroz XZ Diesel BSVI,Manual,Diesel,Chennai,607000
2020,44920,138.08,16.5,1353.0,Kia,Seltos GTX Plus,Manual,Petrol,Chennai,1185000
2015,85000,138.1,14.53,1794.0,Toyota,Corolla Altis 1.8 VL AT,Automatic,Petrol,Chennai,825000
2021,31585,80.0,24.79,1197.0,Maruti,Dzire ZXI Plus,Manual,Petrol,Chennai,742000
2005,100000,108.91762795275592,11.9,2354.0,Honda,New Accord VTi-L MT,Manual,Petrol,Coimbatore,85000
2020,26001,67.05,21.63,998.0,Maruti,Celerio ZXI Optional,Manual,Petrol,Chennai,525000
2018,18106,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Sportz Option AT,Automatic,Petrol,Chennai,500000
2016,77028,121.36,17.0,1497.0,Ford,Ecosport 1.5 Petrol Titanium Plus BSIV,Manual,Petrol,Chennai,480000
2009,92000,294.9,19.529431028174166,2995.0,Audi,A6 3.0 TFSI quattro,Automatic,Petrol,Chennai,1200000
2016,25653,110.4,15.63,1499.0,Ford,Ecosport 1.5 Ti VCT AT Titanium BSIV,Automatic,Petrol,Chennai,527000
2022,40000,88.5,22.56,1197.0,Maruti,Swift VXI AMT BSVI,Automatic,Petrol,Coimbatore,740000
2021,29000,86.76,19.65,1197.0,Hyundai,i20 Sportz IVT BSVI,Automatic,Petrol,Chennai,825000
2020,65655,118.36,18.3,998.0,Kia,Sonet GTX Plus Turbo DCT DT,Automatic,Petrol,Chennai,971000
2019,74366,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Sportz Option AT,Automatic,Petrol,Chennai,486000
2019,110767,67.0,22.5,999.0,Datsun,RediGO 1.0 S,Manual,Petrol,Chennai,274000
2018,62090,75.0,18.06,1198.0,Nissan,Micra XV,Manual,Petrol,Chennai,462000
2009,70000,78.9,20.36,1197.0,Hyundai,i10 Sportz 1.2,Manual,Petrol,Coimbatore,240000
2021,39561,187.74,19.62,1995.0,BMW,X1 sDrive20d xLine,Automatic,Diesel,Coimbatore,2990000
2016,81490,53.3,25.17,799.0,Renault,KWID RXT,Manual,Petrol,Chennai,298000
2017,85000,375.48,12.33,1991.0,Mercedes-Benz,GLA 4MATIC,Automatic,Petrol,Chennai,2150000
2019,35381,81.86,18.6,1197.0,Hyundai,i20 Sportz Plus BSIV,Manual,Petrol,Chennai,645000
2013,49000,258.0,19.529431028174166,2993.0,BMW,X3 xDrive30d,Automatic,Diesel,Gurgaon,990000
2018,22064,67.04,19.69,1198.0,Nissan,Micra Active XV,Manual,Petrol,Chennai,335000
2016,49000,258.0,19.529431028174166,2993.0,BMW,X5 xDrive 30d Expedition,Automatic,Diesel,Chennai,3600000
2017,66146,81.83,18.6,1197.0,Hyundai,i20 Asta 1.2,Manual,Petrol,Chennai,577000
2022,17524,68.07,20.3,1086.0,Hyundai,Santro Magna Corp Edition,Manual,Petrol,Chennai,518000
2015,66952,93.7,16.02,1373.0,Maruti,Ertiga ZXI,Manual,Petrol,Chennai,650000
2013,28000,108.91762795275592,13.0,2987.0,Mercedes-Benz,S-Class S 300,Automatic,Petrol,Chennai,2800000
2017,35397,67.05,19.02,1198.0,Datsun,GO Plus T,Manual,Petrol,Chennai,331000
2016,39410,65.71,25.24,998.0,Maruti,Celerio VXI,Manual,Petrol,Chennai,375000
2021,75578,119.35,18.4,1498.0,Honda,City ZX CVT,Automatic,Petrol,Chennai,980000
2001,20000,108.91762795275592,19.7,1440.1495461749028,Maruti,Omni E 8 Str STD,Manual,Petrol,Coimbatore,100000
2022,30000,187.4,19.62,1995.0,BMW,3 Series Gran Limousine 320Ld Luxury Line,Automatic,Diesel,Chennai,4500000
2017,104215,188.0,20.68,1995.0,BMW,X1 sDrive 20d xLine,Automatic,Diesel,Coimbatore,1789999
2023,26900,245.59,19.529431028174166,1984.0,Audi,Q5 Technology,Automatic,Petrol,Gurgaon,4950000
2017,65000,170.0,17.1,1956.0,Jeep,Compass 2.0 Sport,Manual,Diesel,Chennai,1050000
2018,39000,170.0,19.529431028174166,2143.0,Mercedes-Benz,GLC 220d 4MATIC Style,Automatic,Diesel,Chennai,2850000
2015,70500,174.33,19.529431028174166,1968.0,Audi,A6 35 TDI Premium,Automatic,Diesel,Gurgaon,1850000
2017,42898,65.71,25.24,998.0,Maruti,Celerio VXI,Manual,Petrol,Chennai,378000
2018,82000,121.36,14.8,1497.0,Ford,Ecosport 1.5 Petrol Titanium Plus AT BSIV,Automatic,Petrol,Chennai,690000
2021,28000,160.77,14.1,1368.0,Jeep,Compass Model S DCT BSVI,Automatic,Petrol,Chennai,2089999
2020,58442,68.07,20.3,1086.0,Hyundai,Santro Magna Corp Edition,Manual,Petrol,Chennai,429000
2022,40000,113.98,19.47,999.0,Skoda,Slavia 1.0 TSI Style Non-Sunroof BSVI,Manual,Petrol,Chennai,950000
2017,50619,255.0,19.529431028174166,1998.0,BMW,3 Series Petrol,Automatic,Petrol,Chennai,609000
2010,48000,108.91762795275592,19.529431028174166,1248.0,Maruti,Ritz Genus VDi,Manual,Diesel,Chennai,254999
2021,79628,187.4,19.62,1995.0,BMW,3 Series Gran Limousine 320Ld Luxury Line,Automatic,Diesel,Coimbatore,3290000
2015,76318,184.0,19.529431028174166,1995.0,BMW,3 Series 320d Luxury Line,Automatic,Diesel,Coimbatore,1590000
2023,33000,100.0,17.29,1493.0,Mahindra,Bolero Neo N10 R BSVI,Manual,Diesel,Chennai,1050000
2018,25000,181.0,19.529431028174166,1968.0,Audi,Q3 35 TDI Quattro Premium Plus,Automatic,Diesel,Chennai,2190000
2014,120000,140.0,15.1,2179.0,Mahindra,XUV500 W6 2WD,Manual,Diesel,Coimbatore,600000
2018,34130,108.91762795275592,19.529431028174166,1196.0,Maruti,Eeco 5 Seater AC BSIV,Manual,Petrol,Chennai,425000
2019,32700,188.0,19.529431028174166,1968.0,Audi,Q5 40 TDI Premium Plus,Automatic,Diesel,Gurgaon,3190000
2010,60000,108.91762795275592,19.529431028174166,1298.0,Maruti,Swift Dzire VXi,Manual,Petrol,Coimbatore,260000
2010,80000,130.2,14.8,1799.0,Honda,Civic 1.8 V MT,Manual,Petrol,Coimbatore,300000
2018,40000,121.3,15.8,1591.0,Hyundai,Creta 1.6 SX Dual Tone,Manual,Petrol,Coimbatore,1000000
2022,49836,113.98,17.2,999.0,Skoda,Kushaq 1.0 TSI Style 4 Airbags AT,Automatic,Petrol,Chennai,1255000
2019,56000,81.8,21.01,1197.0,Maruti,Baleno Delta,Manual,Petrol,Chennai,615000
2021,72000,84.82,20.09,1199.0,Tata,Tiago XZA AMT,Automatic,Petrol,Chennai,590000
2022,24841,113.98,19.2,999.0,Skoda,Kushaq 1.0 TSI Ambition BSVI,Manual,Petrol,Chennai,1093000
2019,53001,261.49,17.66,2993.0,BMW,7 Series 730Ld DPE,Automatic,Diesel,Chennai,6800000
2021,57217,187.74,19.529431028174166,1998.0,Audi,A4 Premium Plus,Automatic,Petrol,Chennai,3200000
2022,48037,108.91762795275592,19.529431028174166,1462.0,Toyota,Urban cruiser Premium,Manual,Petrol,Chennai,925000
2012,30000,67.1,20.92,998.0,Maruti,Alto K10 2010-2014 VXI,Manual,Petrol,Coimbatore,235000
2018,150000,258.0,19.529431028174166,2987.0,Mercedes-Benz,GLS 350d 4MATIC,Automatic,Diesel,Coimbatore,5500000
2015,71000,174.33,19.529431028174166,1968.0,Audi,A6 35 TDI Technology,Automatic,Diesel,Chennai,1480000
2018,69598,83.14,18.5,1197.0,Maruti,Swift Dzire VXi AT,Automatic,Petrol,Chennai,615000
2011,65000,88.73,17.6,1496.0,Toyota,Etios G,Manual,Petrol,Chennai,375000
2021,37000,68.05,20.3,1086.0,Hyundai,Santro Sportz AMT,Automatic,Petrol,Chennai,565000
2010,80000,108.91762795275592,17.0,1197.0,Hyundai,i20 1.2 Asta,Manual,Petrol,Coimbatore,227000
2022,25000,118.41,19.2,998.0,Hyundai,Verna SX Opt Turbo,Automatic,Petrol,Chennai,1290000
2020,75000,147.51,19.529431028174166,2393.0,Toyota,Innova Crysta 2.4 G MT,Manual,Diesel,Chennai,2000000
2024,1765,108.91762795275592,19.529431028174166,1498.0,Skoda,Kushaq 1.5 TSI Style DSG,Automatic,Petrol,Chennai,1433000
2020,77077,81.8,20.89,1197.0,Maruti,Ignis 1.2 AMT Alpha BSIV,Automatic,Petrol,Chennai,540000
2012,86915,67.1,18.9,998.0,Maruti,Wagon R VXI BS IV,Manual,Petrol,Chennai,289000
2019,22847,108.91762795275592,19.529431028174166,1086.0,Hyundai,Santro Sportz AMT BSIV,Automatic,Petrol,Chennai,446000
2017,160000,108.6,21.13,1498.0,Skoda,Rapid 1.5 TDI Style BSIV,Manual,Diesel,Coimbatore,800000
2019,43955,103.2,18.19,1197.0,Volkswagen,Vento 1.2 TSI Highline Plus AT,Automatic,Petrol,Chennai,774000
2011,36821,81.86,18.6,1197.0,Hyundai,i20 Petrol Magna,Manual,Petrol,Chennai,270000
2013,98000,108.45,19.01,1461.0,Renault,Duster RXL AWD,Manual,Diesel,Chennai,345000
2012,100000,103.5,20.5,1598.0,Skoda,Rapid 1.6 TDI Elegance,Manual,Diesel,Chennai,450000
2017,58000,141.0,19.5,1968.0,Skoda,Octavia 2.0 TDI AT L K,Automatic,Diesel,Chennai,1939999
2013,54000,93.7,16.02,1373.0,Maruti,Ertiga VXI,Manual,Petrol,Chennai,630000
2018,50000,170.0,19.529431028174166,2143.0,Mercedes-Benz,GLC 220d 4MATIC Sport,Automatic,Diesel,Coimbatore,3450000
2016,68983,81.8,21.21,1197.0,Maruti,Swift AMT ZXI,Automatic,Petrol,Chennai,468000
2016,63340,88.7,19.0,1199.0,Honda,Jazz 1.2 V AT i VTEC,Automatic,Petrol,Chennai,507000
2018,17089,55.2,21.1,814.0,Hyundai,EON Magna Plus,Manual,Petrol,Chennai,368000
2024,15000,114.41,19.529431028174166,1493.0,Kia,Carens Luxury Plus Diesel,Manual,Diesel,Chennai,2089999
2015,96616,88.76,18.6,1199.0,Honda,Amaze S Petrol,Manual,Petrol,Chennai,409999
2020,40001,81.8,21.01,1197.0,Maruti,Baleno Delta,Manual,Petrol,Chennai,660000
2024,4203,81.8,20.52,1197.0,Maruti,Wagon R VXI 1.2,Manual,Petrol,Chennai,678000
2023,19000,183.72,19.529431028174166,1987.0,Toyota,Innova Hycross VX 8STR Hybrid BSVI,Automatic,Petrol,Chennai,2950000
2021,26237,75.1,17.74,999.0,Volkswagen,Polo 1.0 MPI Trendline,Manual,Petrol,Chennai,539000
2019,69000,118.35,18.15,998.0,Hyundai,Venue SX Plus Turbo DCT BSIV,Automatic,Petrol,Chennai,850000
2016,37437,46.3,19.7,796.0,Maruti,Alto 800 LXi,Manual,Petrol,Chennai,289000
2020,41000,108.91762795275592,19.529431028174166,1950.0,Mercedes-Benz,C-Class Progressive C 200,Automatic,Petrol,Chennai,3300000
2015,78000,88.7,19.0,1199.0,Honda,Jazz 1.2 V AT i VTEC,Automatic,Petrol,Chennai,630000
2013,135002,241.4,19.529431028174166,2967.0,Audi,Q7 3.0 TDI quattro,Automatic,Diesel,Chennai,1800000
2020,58304,108.91762795275592,19.529431028174166,1197.0,Maruti,Swift VXI,Manual,Petrol,Chennai,600000
2017,70000,140.0,16.0,1997.0,Mahindra,XUV500 W10 1.99 mHawk,Manual,Diesel,Coimbatore,1050000
2016,113000,100.0,18.49,1493.0,Mahindra,TUV 300 mHAWK100 T8,Manual,Diesel,Chennai,675000
2021,43309,65.71,21.7,998.0,Maruti,S-Presso VXI 2019-2022,Manual,Petrol,Chennai,430000
2023,20000,183.72,19.529431028174166,1997.0,Hyundai,Tucson Signature Diesel 4WD AT BSVI,Automatic,Diesel,Chennai,3500000
2021,35620,98.63,20.0,999.0,Nissan,Magnite Turbo XV,Manual,Petrol,Chennai,759000
2020,56216,67.0,22.0,999.0,Renault,KWID Climber 1.0 AMT Opt,Automatic,Petrol,Chennai,399000
2012,70000,67.0,18.9,998.0,Maruti,Wagon R Pro,Manual,Petrol,Coimbatore,300000
2020,14000,113.18,14.0,1497.0,Hyundai,Creta SX Opt IVT BSVI,Automatic,Petrol,Chennai,1425000
2022,30000,113.42,16.8,1497.0,Kia,Seltos HTX IVT G,Automatic,Petrol,Chennai,1525000
2019,56590,121.3,17.0,1591.0,Hyundai,Verna VTVT 1.6 SX,Manual,Petrol,Chennai,785000
2020,52000,197.0,19.529431028174166,1991.0,Mercedes-Benz,GLC 200,Automatic,Petrol,Chennai,3700000
2016,36526,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Asta,Manual,Petrol,Chennai,426000
2018,41265,53.64,22.7,799.0,Datsun,RediGO T Option,Manual,Petrol,Chennai,295000
2021,34339,108.62,18.97,999.0,Skoda,Rapid 1.0 TSI Style,Manual,Petrol,Chennai,865000
2022,21379,113.98,20.08,999.0,Volkswagen,Taigun 1.0 TSI Topline BSVI,Manual,Petrol,Chennai,1126000
2024,19000,183.72,19.529431028174166,1987.0,Toyota,Innova Hycross ZX(O) Hybrid,Automatic,Petrol,Chennai,3825000
2021,40000,167.67,17.1,1956.0,Jeep,Compass 2.0 Sport Diesel BSVI,Manual,Diesel,Coimbatore,1325000
2018,40000,25.4,19.529431028174166,1440.1495461749028,Mahindra,e2o Plus P4,Automatic,Electric,Coimbatore,300000
2017,60000,78.9,17.71,1197.0,Toyota,Etios Liva 1.2 VX,Manual,Petrol,Coimbatore,400000
2015,65000,82.0,18.9,1197.0,Hyundai,Grand i10 Magna,Manual,Petrol,Chennai,425000
2024,10000,87.0,20.0,1197.0,Hyundai,i20 Sportz IVT,Automatic,Petrol,Coimbatore,940000
2017,70000,170.0,17.1,1956.0,Jeep,Compass 2.0 Sport,Manual,Diesel,Chennai,1200000
2014,70000,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Asta,Manual,Petrol,Chennai,398000
